,label,text,length,title,title_length,click_through,abandoned_cart,unsubscribed,open_rate,num_pics,num_videos,video_length,length_binned,title_length_binned,campaign_type,industry
2137,0,Then why you came to hostel.,6,Then why you came to hostel,6,1,1,1,0,5,3,224,small,med,Survey,Automotive
2138,0,K still are you loving me.,6,K still are you loving me,6,1,0,0,0,5,0,163,small,med,Abandoned_Cart,Automotive
2139,0,But i juz remembered i gotta bathe my dog today..,10,But i juz remembered i gotta bathe my dog today,10,1,0,0,1,0,1,122,small,big,Survey,Industrial
2140,0,After the drug she will be able to eat.,9,After the drug she will be able to eat,9,0,1,0,1,5,0,16,small,big,No_Opener,Hospitality
2141,0,Alright took the morphine. Back in yo.,7,Alright took the morphine,4,1,0,0,1,2,1,69,small,small,Engagement_Campaign,Medical
2142,0,You see the requirements please,5,You see the requirements please,5,0,0,1,0,3,2,140,small,med,Engagement_Campaign,Real_Estate
2143,0,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,30,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,30,0,1,1,0,4,0,189,big,biggest,Revenue_Based,Hospitality
2144,1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,29,FreeMsg: Hey - I'm Buffy,5,0,1,1,0,0,2,38,big,med,No_Opener,Real_Estate
2146,0,So can collect ur laptop?,5,So can collect ur laptop?,5,1,0,1,1,0,0,111,small,med,No_Opener,Industrial
2147,0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",32,Ok,1,0,1,0,0,1,2,70,big,small,Engagement_Campaign,Real_Estate
2148,0,I will once i get home,6,I will once i get home,6,1,0,0,1,3,3,98,small,med,Revenue_Based,Real_Estate
2149,0,Waaaat?? Lololo ok next time then!,6,Waaaat?? Lololo ok next time then!,6,0,1,1,0,0,2,193,small,med,Promotional,Automotive
2150,0,"The table's occupied, I'm waiting by the tree",8,"The table's occupied, I'm waiting by the tree",8,1,0,1,0,3,0,148,small,med,Revenue_Based,Medical
2151,0,I surely dont forgot to come:)i will always be in touch in with you:-),14,I surely dont forgot to come:)i will always be in touch in with you:-),14,0,1,1,0,2,2,238,med,bigger,Revenue_Based,Hospitality
2152,0,Hi kindly give us back our documents which we submitted for loan from STAPATI,14,Hi kindly give us back our documents which we submitted for loan from STAPATI,14,0,0,1,0,1,3,159,med,bigger,Promotional,Hospitality
2153,0,I dont have i shall buy one dear,8,I dont have i shall buy one dear,8,0,1,0,1,1,3,113,small,med,Revenue_Based,Real_Estate
2154,0,Oh god i am happy to see your message after 3 days,12,Oh god i am happy to see your message after 3 days,12,1,1,1,1,4,3,138,med,big,Abandoned_Cart,Hospitality
2155,0,What year. And how many miles.,6,What year,2,0,0,1,0,5,1,183,small,small,Survey,Real_Estate
2156,0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,23,Hey cutie,2,0,0,1,0,2,3,73,big,small,Promotional,Real_Estate
2157,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",125,Sad story of a Man - Last week was my b'day,11,0,1,1,0,3,1,72,biggest,big,Survey,Industrial
2158,0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,21,I think you should go the honesty road,8,1,0,0,1,1,0,139,big,med,Survey,Hospitality
2159,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,29,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates,23,1,1,0,0,5,1,199,big,biggest,Survey,Real_Estate
2160,0,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,22,No,1,0,1,1,1,2,1,0,big,small,No_Opener,Real_Estate
2161,0,Is she replying. Has boye changed his phone number,9,Is she replying,3,0,1,0,1,0,1,141,small,small,Survey,Industrial
2163,0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,35,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,35,0,1,1,1,4,0,81,big,biggest,Revenue_Based,Hospitality
2164,0,"Nothing really, just making sure everybody's up to speed",9,"Nothing really, just making sure everybody's up to speed",9,1,1,0,0,3,3,197,small,big,No_Opener,Medical
2165,0,I'm not coming home 4 dinner.,6,I'm not coming home 4 dinner,6,0,1,0,0,2,1,200,small,med,No_Opener,Automotive
2166,0,"Thank you. And by the way, I just lost.",9,Thank you,2,0,1,0,1,2,3,188,small,small,Revenue_Based,Automotive
2167,0,Yes.he have good crickiting mind,5,Yes,1,1,1,0,1,4,3,176,small,small,Engagement_Campaign,Industrial
2168,0,Thx. All will be well in a few months,9,Thx,1,1,1,0,0,4,2,222,small,small,Survey,Automotive
2170,0,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,11,\CAN I PLEASE COME UP NOW IMIN TOWN,8,1,1,0,0,2,2,193,med,med,Engagement_Campaign,Hospitality
2171,0,I wont. So wat's wit the guys,7,I wont,2,0,0,0,1,4,1,62,small,small,Survey,Automotive
2172,0,Yavnt tried yet and never played original either,8,Yavnt tried yet and never played original either,8,1,0,1,0,0,3,127,small,med,Revenue_Based,Automotive
2173,0,"Hiya, had a good day? Have you spoken to since the weekend?",12,"Hiya, had a good day? Have you spoken to since the weekend?",12,0,0,1,1,3,0,141,med,big,Engagement_Campaign,Industrial
2174,0,See? I thought it all through,6,See? I thought it all through,6,1,0,0,0,3,3,202,small,med,Promotional,Real_Estate
2176,0,get ready to moan and scream :),7,get ready to moan and scream :),7,1,0,0,0,2,3,93,small,med,Engagement_Campaign,Medical
2177,0,Oh k :)why you got job then whats up?,9,Oh k :)why you got job then whats up?,9,1,0,0,1,3,3,58,small,big,No_Opener,Industrial
2178,0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",39,"I don,t think so",4,0,1,0,1,2,2,165,big,small,Survey,Hospitality
2179,0,And popping &lt;#&gt; ibuprofens was no help.,7,And popping &lt;#&gt; ibuprofens was no help,7,1,1,1,1,0,1,182,small,med,Promotional,Medical
2180,0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",37,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ",26,0,0,0,0,1,2,220,big,biggest,Promotional,Industrial
2181,0,Ok.,1,Ok,1,1,0,1,0,1,0,126,small,small,Promotional,Hospitality
2182,0,PS U no ur a grown up now right?,9,PS U no ur a grown up now right?,9,0,1,1,0,4,0,230,small,big,Engagement_Campaign,Real_Estate
2183,0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",23,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon",9,0,1,1,1,5,3,200,big,big,Abandoned_Cart,Automotive
2184,0,I know a few people I can hit up and fuck to the yes,14,I know a few people I can hit up and fuck to the yes,14,0,0,1,1,0,1,95,med,bigger,Abandoned_Cart,Automotive
2185,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,23,Purity of friendship between two is not about smiling after reading the forwarded message,14,1,1,0,1,2,2,148,big,bigger,No_Opener,Automotive
2186,0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,20,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,20,1,0,1,0,2,0,183,med,biggest,Revenue_Based,Real_Estate
2187,0,Oh god. I'm gonna Google nearby cliffs now.,8,Oh god,2,0,1,1,0,4,1,202,small,small,Revenue_Based,Medical
2188,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,24,FREE camera phones with linerental from 4,7,1,1,0,1,0,0,83,big,med,Engagement_Campaign,Medical
2189,0,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,17,Yup i shd haf ard 10 pages if i add figures,11,1,0,0,0,1,0,6,med,big,Engagement_Campaign,Medical
2190,0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",22,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6",11,1,0,1,1,2,1,61,big,big,Survey,Medical
2191,0,Thankyou so much for the call. I appreciate your care.,10,Thankyou so much for the call,6,1,0,1,1,2,3,175,small,med,No_Opener,Medical
2192,0,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,18,Congrats ! Treat pending,4,1,1,1,0,4,3,24,med,small,Engagement_Campaign,Medical
2193,0,I called but no one pick up e phone. I ask both of them already they said ok.,18,I called but no one pick up e phone,9,1,0,1,0,1,3,10,med,big,Abandoned_Cart,Real_Estate
2194,0,Hi my email address has changed now it is ,9,Hi my email address has changed now it is ,9,0,0,0,0,4,3,5,small,big,Engagement_Campaign,Medical
2195,0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",14,V-aluable,1,0,0,1,0,4,2,5,med,small,Promotional,Real_Estate
2196,0,"Not much, just some textin'. How bout you?",8,"Not much, just some textin'",5,1,0,0,0,4,3,198,small,med,No_Opener,Automotive
2197,0,Bring it if you got it,6,Bring it if you got it,6,1,0,1,1,2,0,165,small,med,Promotional,Industrial
2198,0,I'm in a movie. Call me 4 wat?,8,I'm in a movie,4,0,0,1,1,0,1,164,small,small,No_Opener,Medical
2199,0,Not sure I have the stomach for it ...,9,Not sure I have the stomach for it ,8,0,1,1,0,2,0,67,small,med,Promotional,Real_Estate
2200,0,Haha... can... But i'm having dinner with my cousin...,9,Haha,1,0,1,0,1,4,1,197,small,small,Revenue_Based,Industrial
2201,0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",11,A boy was late 2 home,6,0,0,0,0,4,3,149,med,med,Revenue_Based,Industrial
2202,0,"(And my man carlos is definitely coming by mu tonight, no excuses)",12,"(And my man carlos is definitely coming by mu tonight, no excuses)",12,0,1,0,0,3,2,125,med,big,Survey,Hospitality
2203,0,soon you will have the real thing princess! Do i make you wet? :),14,soon you will have the real thing princess! Do i make you wet? :),14,1,1,0,0,1,2,124,med,bigger,Survey,Real_Estate
2204,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,17,Raji,1,0,1,0,1,2,2,82,med,small,Abandoned_Cart,Hospitality
2205,0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",29,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",29,0,0,1,1,5,3,46,big,biggest,Revenue_Based,Hospitality
2206,1,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",26,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",26,0,1,0,0,0,2,186,big,biggest,Survey,Real_Estate
2207,0,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,21,Usually the body takes care of it buy making sure it doesnt progress,13,0,0,0,1,5,0,123,big,bigger,Revenue_Based,Medical
2208,1,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",23,URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection,11,1,0,1,0,1,1,177,big,big,Promotional,Hospitality
2209,0,"Hmm well, night night ",4,"Hmm well, night night ",4,0,1,0,1,3,2,187,small,small,Engagement_Campaign,Automotive
2210,0,Just wanted to say holy shit you guys weren't kidding about this bud,13,Just wanted to say holy shit you guys weren't kidding about this bud,13,1,1,1,0,1,1,30,med,bigger,Promotional,Automotive
2211,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",27,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",27,0,0,1,1,5,1,113,big,biggest,Promotional,Real_Estate
2212,0,"This is one of the days you have a billion classes, right?",12,"This is one of the days you have a billion classes, right?",12,1,0,0,0,5,2,25,med,big,Abandoned_Cart,Industrial
2213,0,"Goodmorning, today i am late for 2hrs. Because of back pain.",11,"Goodmorning, today i am late for 2hrs",7,0,1,0,1,5,2,212,med,med,Revenue_Based,Industrial
2214,0,Ok then i'll let him noe later n ask him call u tmr...,13,Ok then i'll let him noe later n ask him call u tmr,13,0,1,0,1,0,0,52,med,bigger,Promotional,Automotive
2216,0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,15,OK i'm waliking ard now,5,0,1,1,1,3,1,31,med,med,No_Opener,Real_Estate
2217,0,* Will have two more cartons off u and is very pleased with shelves,14,* Will have two more cartons off u and is very pleased with shelves,14,1,1,1,1,4,3,111,med,bigger,Promotional,Industrial
2218,0,Nice talking to you! please dont forget my pix :) i want to see all of you...,17,Nice talking to you! please dont forget my pix :) i want to see all of you,17,0,0,0,0,1,2,141,med,biggest,Survey,Automotive
2219,1,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,26,You have WON a guaranteed å£1000 cash or a å£2000 prize,11,1,1,1,1,3,3,192,big,big,Promotional,Industrial
2220,0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,14,But really quite funny lor wat,6,1,1,1,1,2,3,206,med,med,Revenue_Based,Hospitality
2221,0,I notice you like looking in the shit mirror youre turning into a right freak,15,I notice you like looking in the shit mirror youre turning into a right freak,15,0,0,0,1,4,0,212,med,bigger,Abandoned_Cart,Automotive
2222,0,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,34,Great,1,1,0,0,1,1,3,169,big,small,Abandoned_Cart,Industrial
2223,1,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",25,"Thanks for your ringtone order, ref number K718",8,0,1,0,0,4,3,227,big,med,Promotional,Hospitality
2224,0,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",15,I prefer my free days,5,0,0,0,0,0,3,27,med,med,Abandoned_Cart,Automotive
2225,0,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,20,Alrite jod hows the revision goin? Keris bin doin a smidgin,11,0,0,0,1,2,3,190,med,big,Promotional,Hospitality
2226,0,If you have belive me. Come to my home.,9,If you have belive me,5,1,1,1,0,4,1,15,small,med,No_Opener,Real_Estate
2227,0,Oh k.k..where did you take test?,6,Oh k,2,0,1,1,1,4,3,99,small,small,No_Opener,Medical
2228,0,Those were my exact intentions,5,Those were my exact intentions,5,1,0,0,1,2,1,183,small,med,Abandoned_Cart,Real_Estate
2229,0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,20,haha but no money leh,5,1,0,0,0,0,3,144,med,med,No_Opener,Medical
2230,0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",30,Hey,1,1,0,1,0,5,2,8,big,small,Revenue_Based,Medical
2231,0,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",28,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also",19,0,0,1,1,3,1,91,big,biggest,Promotional,Hospitality
2232,0,Nothing just getting msgs by dis name wit different no's..,10,Nothing just getting msgs by dis name wit different no's,10,1,1,0,0,2,0,142,small,big,Promotional,Automotive
2234,0,What's your room number again? Wanna make sure I'm knocking on the right door,14,What's your room number again? Wanna make sure I'm knocking on the right door,14,0,0,1,1,0,1,102,med,bigger,Promotional,Medical
2235,0,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,15,\Si,1,0,1,1,1,3,2,162,med,small,Survey,Automotive
2236,0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,17,Pls tell nelson that the bb's are no longer comin,10,0,1,0,1,2,0,120,med,big,Revenue_Based,Automotive
2237,0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",25,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop",18,0,1,1,1,3,3,170,big,biggest,Survey,Industrial
2238,0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,23,Think you sent the text to the home phone,9,1,1,1,0,4,3,195,big,big,Revenue_Based,Medical
2239,0,Every day i use to sleep after  &lt;#&gt;  so only.,10,Every day i use to sleep after  &lt;#&gt;  so only,10,1,0,0,1,3,0,181,small,big,Engagement_Campaign,Automotive
2240,0,K I'll call you when I'm close,7,K I'll call you when I'm close,7,0,0,1,1,5,3,102,small,med,Survey,Real_Estate
2241,0,U buy newspapers already?,4,U buy newspapers already?,4,1,1,1,0,1,1,195,small,small,Abandoned_Cart,Hospitality
2242,0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,20,Nope wif my sis lor,5,1,0,0,0,0,0,214,med,med,Revenue_Based,Medical
2243,0,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,13,Boo I'm on my way to my moms,8,0,0,1,0,0,3,183,med,med,Engagement_Campaign,Industrial
2244,0,No management puzzeles.,3,No management puzzeles,3,0,1,1,0,0,3,132,small,small,Abandoned_Cart,Real_Estate
2245,0,How did you find out in a way that didn't include all of these details,15,How did you find out in a way that didn't include all of these details,15,0,1,1,0,3,0,153,med,bigger,Engagement_Campaign,Automotive
2246,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",31,Hi ya babe x u 4goten bout me?' scammers getting smart,11,1,0,1,0,3,2,98,big,big,Engagement_Campaign,Automotive
2247,1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,29,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,29,1,1,1,1,4,1,141,big,biggest,Survey,Automotive
2248,0,will you like to be spoiled? :),7,will you like to be spoiled? :),7,0,0,0,0,3,1,76,small,med,Promotional,Medical
2249,1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",25,"Thanks for your ringtone order, ref number R836",8,1,0,1,1,2,3,33,big,med,Engagement_Campaign,Real_Estate
2250,0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,19,I am getting threats from your sales executive Shifad as i raised complaint against him,15,1,0,0,0,5,2,75,med,bigger,Survey,Automotive
2251,0,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,23,hope things went well at 'doctors' ;) reminds me i still need 2go,13,1,1,1,1,0,3,171,big,bigger,Promotional,Real_Estate
2252,0,Den wat will e schedule b lk on sun?,9,Den wat will e schedule b lk on sun?,9,1,1,1,0,4,1,180,small,big,Revenue_Based,Medical
2253,0,Lol enjoy role playing much?,5,Lol enjoy role playing much?,5,0,1,0,0,4,1,70,small,med,Survey,Automotive
2254,0,Ok. Me watching tv too.,5,Ok,1,0,0,1,1,4,2,223,small,small,Survey,Industrial
2255,0,I just lov this line: \Hurt me with the truth,10,I just lov this line: \Hurt me with the truth,10,0,1,1,0,3,2,64,small,big,Engagement_Campaign,Real_Estate
2256,0,"Just checked out, heading out to drop off my stuff now",11,"Just checked out, heading out to drop off my stuff now",11,1,1,1,1,0,0,148,med,big,Survey,Real_Estate
2257,0,Here got lots of hair dresser fr china.,8,Here got lots of hair dresser fr china,8,1,1,1,0,0,1,18,small,med,Abandoned_Cart,Real_Estate
2258,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,35,Sad story of a Man - Last week was my b'day,11,1,0,0,1,0,3,36,big,big,Revenue_Based,Automotive
2259,0,Ill call you evening ill some ideas.,7,Ill call you evening ill some ideas,7,1,1,1,0,3,1,27,small,med,Abandoned_Cart,Medical
2260,1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,28,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p,19,0,0,1,0,5,3,157,big,biggest,No_Opener,Medical
2261,0,Did you show him and wot did he say or could u not c him 4 dust?,17,Did you show him and wot did he say or could u not c him 4 dust?,17,1,1,1,0,5,1,170,med,biggest,Abandoned_Cart,Industrial
2262,0,It should take about  &lt;#&gt;  min,6,It should take about  &lt;#&gt;  min,6,0,1,0,0,3,1,29,small,med,Promotional,Real_Estate
2263,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,33,Not heard from U4 a while,6,1,0,1,0,0,2,149,big,med,Revenue_Based,Real_Estate
2266,1,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,20,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW,17,1,1,0,0,4,1,144,med,biggest,Abandoned_Cart,Hospitality
2267,0,Finish liao... U?,3,Finish liao,2,0,0,1,1,5,2,54,small,small,Abandoned_Cart,Industrial
2268,1,88066 FROM 88066 LOST 3POUND HELP,6,88066 FROM 88066 LOST 3POUND HELP,6,0,1,0,1,1,1,190,small,med,Engagement_Campaign,Industrial
2269,0,Haha i think i did too,6,Haha i think i did too,6,0,1,0,1,1,0,29,small,med,Promotional,Medical
2270,0,U know we watchin at lido?,6,U know we watchin at lido?,6,1,0,1,1,2,2,146,small,med,Revenue_Based,Industrial
2271,0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,26,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself,26,0,0,1,1,5,3,46,big,biggest,Abandoned_Cart,Real_Estate
2272,0,"Haha awesome, I've been to 4u a couple times. Who all's coming?",12,"Haha awesome, I've been to 4u a couple times",9,1,1,0,1,0,1,236,med,big,Abandoned_Cart,Medical
2273,0,Cold. Dont be sad dear,5,Cold,1,1,1,0,1,4,0,130,small,small,Survey,Industrial
2274,0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,20,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,20,0,0,0,0,4,1,185,med,biggest,Promotional,Hospitality
2275,0,Is that on the telly? No its Brdget Jones!,9,Is that on the telly? No its Brdget Jones!,9,1,1,1,0,0,2,118,small,big,Engagement_Campaign,Real_Estate
2277,0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,26,Hello! How r u? Im bored,6,1,1,1,1,3,2,153,big,med,Survey,Medical
2278,0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,10,Hmm,1,1,1,0,0,4,2,118,small,small,Survey,Hospitality
2279,0,"Sorry, I'll call later in meeting",6,"Sorry, I'll call later in meeting",6,0,0,0,1,2,0,6,small,med,Abandoned_Cart,Hospitality
2280,0,R Ì_ comin back for dinner?,6,R Ì_ comin back for dinner?,6,1,0,1,1,0,3,77,small,med,No_Opener,Industrial
2281,0,"I hav almost reached. Call, i m unable to connect u.",11,I hav almost reached,4,1,0,1,0,1,3,203,med,small,Survey,Medical
2282,0,Whom you waited for yesterday,5,Whom you waited for yesterday,5,1,1,1,1,1,0,52,small,med,Promotional,Industrial
2283,0,I reach home safe n sound liao...,7,I reach home safe n sound liao,7,0,1,1,0,2,2,3,small,med,No_Opener,Real_Estate
2284,0,"Velly good, yes please!",4,"Velly good, yes please!",4,0,1,1,0,5,1,208,small,small,Abandoned_Cart,Medical
2285,0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",18,"Hi, wkend ok but journey terrible",6,1,0,1,0,2,1,82,med,med,No_Opener,Real_Estate
2286,0,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,23,I have had two more letters from ,7,1,1,0,0,2,1,89,big,med,Promotional,Real_Estate
2287,0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,25,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,25,0,1,1,1,0,0,230,big,biggest,Engagement_Campaign,Medical
2288,0,Dont you have message offer,5,Dont you have message offer,5,1,0,0,1,0,2,112,small,med,Abandoned_Cart,Industrial
2289,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,26,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls,18,0,0,1,1,2,3,30,big,biggest,Abandoned_Cart,Industrial
2290,0,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",14,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X",14,0,0,0,1,2,3,27,med,bigger,Revenue_Based,Automotive
2291,0,Remind me how to get there and I shall do so,11,Remind me how to get there and I shall do so,11,1,1,1,0,2,1,118,med,big,Survey,Industrial
2292,0,:-( that's not v romantic!,5,:-( that's not v romantic!,5,1,1,1,0,3,1,75,small,med,Abandoned_Cart,Automotive
2293,0,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,17,Hello,1,0,0,0,1,1,0,77,med,small,Survey,Industrial
2294,1,You have 1 new message. Please call 08718738034.,8,You have 1 new message,5,0,1,0,0,1,0,28,small,med,Abandoned_Cart,Industrial
2295,0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,30,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME,12,1,1,1,1,3,3,86,big,big,No_Opener,Medical
2296,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,30,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert,11,1,1,1,1,0,0,64,big,big,Abandoned_Cart,Medical
2297,0,Draw va?i dont think so:),5,Draw va?i dont think so:),5,1,0,1,0,0,2,166,small,med,Survey,Real_Estate
